cd_municipio;nm_municipio;nr_turno;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
7366;BURITIRANA;1;9;11842;8906;8581;82;0;0;8581;8906;243
7374;BEQUIMÃO;1;8;19201;14154;13556;189;0;0;13556;14154;409
7382;CAMPESTRE DO MARANHÃO;1;0;10306;7452;7282;60;0;0;7282;7452;110
7390;BREJO;1;22;24300;19241;18544;142;0;0;18544;19241;555
7404;CAPINZAL DO NORTE;1;5;9146;6901;6599;50;0;0;6599;6901;252
7412;BURITI;1;2;23033;16720;15982;158;0;0;15982;16720;580
7420;CENTRAL DO MARANHÃO;1;3;8002;5478;5229;29;0;0;5229;5478;220
7439;BURITI BRAVO;1;2;18829;13046;12467;95;0;0;12467;13046;484
7447;CENTRO DO GUILHERME;1;10;7699;5825;5708;22;0;0;5708;5825;95
7455;CAJAPIÓ;1;2;9680;7152;6804;46;0;0;6804;7152;302
7463;CENTRO NOVO DO MARANHÃO;1;15;12437;9262;8947;39;0;0;8947;9262;276
7471;CAJARI;1;9;15628;12039;11769;69;0;0;11769;12039;201
7480;CIDELÂNDIA;1;12;11580;8515;8268;43;0;0;8268;8515;204
7498;CÂNDIDO MENDES;1;3;16478;11836;11506;60;0;0;11506;11836;270
7501;CONCEIÇÃO DO LAGO-AÇU;1;2;11946;8846;8616;37;0;0;8616;8846;193
7510;CANTANHEDE;1;11;14252;10126;9746;56;0;0;9746;10126;324
7528;FEIRA NOVA DO MARANHÃO;1;2;6218;5023;4819;39;0;0;4819;5023;165
7536;CAROLINA;1;25;18838;13895;13378;103;0;0;13378;13895;414
7544;FERNANDO FALCÃO;1;5;8937;7370;7224;29;0;0;7224;7370;117
7552;CARUTAPERA;1;0;19067;14141;13618;106;0;0;13618;14141;417
7560;FORMOSA DA SERRA NEGRA;1;8;12740;10472;10057;80;0;0;10057;10472;335
7579;CAXIAS;1;134;108421;86953;83325;822;0;0;83325;86953;2806
7595;CEDRAL;1;2;9404;6765;6519;70;0;0;6519;6765;176
7609;GOVERNADOR EDISON LOBÃO;1;1;14943;11447;11118;92;0;0;11118;11447;237
7617;CHAPADINHA;1;17;54727;44423;42823;397;0;0;42823;44423;1203
7625;GOVERNADOR LUIZ ROCHA;1;0;6595;4740;4522;46;0;0;4522;4740;172
7633;CODÓ;1;62;78474;58219;55391;511;0;0;55391;58219;2317
7641;GOVERNADOR NEWTON BELLO;1;11;8235;5759;5611;25;0;0;5611;5759;123
7650;COELHO NETO;1;34;32118;24750;23753;199;0;0;23753;24750;798
7668;GOVERNADOR NUNES FREIRE;1;7;18142;12895;12519;62;0;0;12519;12895;314
7676;COLINAS;1;4;27176;21382;20416;137;0;0;20416;21382;829
7684;IGARAPÉ DO MEIO;1;5;12197;8526;8263;55;0;0;8263;8526;208
7692;COROATÁ;1;37;44763;33089;31382;318;0;0;31382;33089;1389
7706;ITAIPAVA DO GRAJAÚ;1;6;9885;7831;7695;26;0;0;7695;7831;110
7714;CURURUPU;1;19;27550;19714;19105;175;0;0;19105;19714;434
7722;ITINGA DO MARANHÃO;1;7;18439;13789;13354;92;0;0;13354;13789;343
7730;DOM PEDRO;1;13;18490;13933;13459;132;0;0;13459;13933;342
7749;JATOBÁ;1;3;7149;5187;4954;28;0;0;4954;5187;205
7757;DUQUE BACELAR;1;2;10099;7410;7208;41;0;0;7208;7410;161
7765;JENIPAPO DOS VIEIRAS;1;11;12527;9952;9541;70;0;0;9541;9952;341
7773;ESPERANTINÓPOLIS;1;6;14163;11051;10622;116;0;0;10622;11051;313
7781;JUNCO DO MARANHÃO;1;5;5060;3694;3583;21;0;0;3583;3694;90
7790;FORTALEZA DOS NOGUEIRAS;1;4;10111;8140;7807;83;0;0;7807;8140;250
7803;LAGO DOS RODRIGUES;1;20;8486;6545;6402;35;0;0;6402;6545;108
7811;FORTUNA;1;11;13081;9457;9110;81;0;0;9110;9457;266
7820;LAGOA DO MATO;1;13;8802;6121;5808;49;0;0;5808;6121;264
7838;GODOFREDO VIANA;1;2;8880;6302;6136;44;0;0;6136;6302;122
7846;LAGOA GRANDE DO MARANHÃO;1;10;9696;7297;7103;37;0;0;7103;7297;157
7854;GONÇALVES DIAS;1;11;13776;9613;9260;60;0;0;9260;9613;293
7862;LAJEADO NOVO;1;1;5985;4953;4847;19;0;0;4847;4953;87
7870;GOVERNADOR ARCHER;1;15;8679;6178;6000;42;0;0;6000;6178;136
7889;MARACAÇUMÉ;1;12;14696;10910;10537;71;0;0;10537;10910;302
7897;GOVERNADOR EUGÊNIO BARROS;1;19;11821;8356;8100;56;0;0;8100;8356;200
7900;MARAJÁ DO SENA;1;1;6432;4681;4493;33;0;0;4493;4681;155
7919;GRAÇA ARANHA;1;3;6383;4793;4675;27;0;0;4675;4793;91
7927;MARANHÃOZINHO;1;2;8218;6119;5998;36;0;0;5998;6119;85
7935;GRAJAÚ;1;33;47376;38375;37465;184;0;0;37465;38375;726
7943;MATÕES DO NORTE;1;17;6362;5046;4900;24;0;0;4900;5046;122
7951;GUIMARÃES;1;9;9575;7184;6792;108;0;0;6792;7184;284
7960;MILAGRES DO MARANHÃO;1;1;6155;4631;4484;24;0;0;4484;4631;123
7978;HUMBERTO DE CAMPOS;1;9;23768;17603;16928;107;0;0;16928;17603;568
7986;NOVA COLINAS;1;3;4439;3551;3369;39;0;0;3369;3551;143
7994;ICATU;1;4;20917;17648;17193;104;0;0;17193;17648;351
8001;NOVA OLINDA DO MARANHÃO;1;17;13586;9841;9416;54;0;0;9416;9841;371
8010;IGARAPÉ GRANDE;1;4;8069;6800;6615;43;0;0;6615;6800;142
8028;OLINDA NOVA DO MARANHÃO;1;2;11429;7826;7469;62;0;0;7469;7826;295
8036;IMPERATRIZ;1;69;183054;147824;143659;1399;0;0;143659;147824;2766
8044;PAULINO NEVES;1;22;15292;11308;10973;86;0;0;10973;11308;249
8052;SÃO LUÍS GONZAGA DO MARANHÃO;1;22;17187;12832;12352;82;0;0;12352;12832;398
8060;PEDRO DO ROSÁRIO;1;17;18847;13116;12605;67;0;0;12605;13116;444
8079;ITAPECURU MIRIM;1;40;45091;35071;33819;280;0;0;33819;35071;972
8087;PERITORÓ;1;8;15882;12519;12128;73;0;0;12128;12519;318
8095;JOÃO LISBOA;1;23;20436;16783;16199;153;0;0;16199;16783;431
8109;PORTO RICO DO MARANHÃO;1;5;7035;4907;4770;56;0;0;4770;4907;81
8117;JOSELÂNDIA;1;44;11763;9375;9111;83;0;0;9111;9375;181
8125;PRESIDENTE MÉDICI;1;7;5420;4076;3943;19;0;0;3943;4076;114
8133;LAGO DA PEDRA;1;38;32815;26167;25361;176;0;0;25361;26167;630
8141;PRESIDENTE SARNEY;1;13;16011;10766;10436;61;0;0;10436;10766;269
8150;LAGO DO JUNCO;1;21;8570;6434;6298;31;0;0;6298;6434;105
8168;RAPOSA;1;7;20517;17036;16399;200;0;0;16399;17036;437
8176;LAGO VERDE;1;8;13075;9297;9041;41;0;0;9041;9297;215
8184;RIBAMAR FIQUENE;1;1;6759;5052;4942;21;0;0;4942;5052;89
8192;LIMA CAMPOS;1;12;11016;8388;8049;84;0;0;8049;8388;255
8206;SANTA FILOMENA DO MARANHÃO;1;4;5692;4694;4581;31;0;0;4581;4694;82
8214;LORETO;1;2;8697;6566;6259;50;0;0;6259;6566;257
8222;SANTANA DO MARANHÃO;1;12;8697;5951;5766;38;0;0;5766;5951;147
8230;LUÍS DOMINGUES;1;0;6063;4469;4289;34;0;0;4289;4469;146
8249;SANTO AMARO DO MARANHÃO;1;6;11477;9054;8691;75;0;0;8691;9054;288
8257;MAGALHÃES DE ALMEIDA;1;11;13649;9572;9219;95;0;0;9219;9572;258
8265;SÃO DOMINGOS DO AZEITÃO;1;4;6303;5190;4995;33;0;0;4995;5190;162
8273;MATA ROMA;1;5;14640;12254;11792;111;0;0;11792;12254;351
8281;SÃO FRANCISCO DO BREJÃO;1;5;8035;6166;6002;42;0;0;6002;6166;122
8290;MATINHA;1;10;18932;15313;14827;164;0;0;14827;15313;322
8303;SÃO JOÃO DO CARÚ;1;9;11043;7342;7121;54;0;0;7121;7342;167
8311;MATÕES;1;21;25435;19284;18697;121;0;0;18697;19284;466
8320;SÃO JOÃO DO PARAÍSO;1;3;8747;6716;6547;35;0;0;6547;6716;134
8338;MIRADOR;1;4;15231;12304;11776;88;0;0;11776;12304;440
8346;SÃO JOÃO DO SOTER;1;8;13548;10519;10126;51;0;0;10126;10519;342
8354;MIRINZAL;1;7;11031;8658;8291;98;0;0;8291;8658;269
8362;SÃO JOSÉ DOS BASÍLIOS;1;15;6265;4973;4845;27;0;0;4845;4973;101
8370;MONÇÃO;1;12;19781;14832;14323;86;0;0;14323;14832;423
8389;SÃO PEDRO DA ÁGUA BRANCA;1;0;9965;7072;6883;23;0;0;6883;7072;166
8397;MONTES ALTOS;1;7;7252;5987;5820;43;0;0;5820;5987;124
8400;SÃO PEDRO DOS CRENTES;1;1;4505;3645;3523;34;0;0;3523;3645;88
8419;MORROS;1;7;16618;12724;12376;62;0;0;12376;12724;286
8427;SÃO RAIMUNDO DO DOCA BEZERRA;1;0;5562;3945;3789;40;0;0;3789;3945;116
8435;NINA RODRIGUES;1;11;10088;7700;7421;39;0;0;7421;7700;240
8443;SÃO ROBERTO;1;2;4783;3571;3458;9;0;0;3458;3571;104
8451;NOVA IORQUE;1;5;3935;3069;2977;19;0;0;2977;3069;73
8460;SATUBINHA;1;4;7205;5453;5275;37;0;0;5275;5453;141
8478;OLHO D'ÁGUA DAS CUNHÃS;1;28;15688;11163;10669;116;0;0;10669;11163;378
8486;SENADOR ALEXANDRE COSTA;1;5;8576;6046;5851;27;0;0;5851;6046;168
8494;PAÇO DO LUMIAR;1;36;74631;64006;61823;869;0;0;61823;64006;1314
8508;SENADOR LA ROCQUE;1;9;12987;9400;9095;67;0;0;9095;9400;238
8516;PALMEIRÂNDIA;1;8;17270;12140;11682;126;0;0;11682;12140;332
8524;SERRANO DO MARANHÃO;1;14;8971;6740;6474;42;0;0;6474;6740;224
8532;PARAIBANO;1;1;14489;10925;10456;48;0;0;10456;10925;421
8540;SUCUPIRA DO RIACHÃO;1;7;4603;3433;3232;36;0;0;3232;3433;165
8559;PARNARAMA;1;27;27545;18916;18001;149;0;0;18001;18916;766
8567;TRIZIDELA DO VALE;1;4;16618;13326;12913;100;0;0;12913;13326;313
8575;PASSAGEM FRANCA;1;13;13679;10487;9796;79;0;0;9796;10487;612
8583;TUFILÂNDIA;1;3;5943;4449;4265;28;0;0;4265;4449;156
8591;PASTOS BONS;1;14;14559;11283;10876;87;0;0;10876;11283;320
8605;TURILÂNDIA;1;2;16604;11046;10681;64;0;0;10681;11046;301
8613;PEDREIRAS;1;31;30901;23009;22294;180;0;0;22294;23009;535
8621;VILA NOVA DOS MARTÍRIOS;1;0;8613;6389;6212;40;0;0;6212;6389;137
8630;PENALVA;1;8;28177;18915;18290;103;0;0;18290;18915;522
8656;PERI MIRIM;1;0;12003;8608;8291;126;0;0;8291;8608;191
8672;PINDARÉ-MIRIM;1;9;25484;19409;18760;165;0;0;18760;19409;484
8699;PINHEIRO;1;52;59694;46060;44578;469;0;0;44578;46060;1013
8710;PIO XII;1;21;20350;14570;14013;87;0;0;14013;14570;470
8737;PIRAPEMAS;1;3;12541;9365;9010;68;0;0;9010;9365;287
8753;POÇÃO DE PEDRAS;1;8;14578;11397;10929;125;0;0;10929;11397;343
8770;PORTO FRANCO;1;4;17557;14125;13794;99;0;0;13794;14125;232
8796;PRESIDENTE DUTRA;1;41;29680;24079;23372;186;0;0;23372;24079;521
8818;PRESIDENTE JUSCELINO;1;4;10624;7537;7333;34;0;0;7333;7537;170
8834;PRESIDENTE VARGAS;1;22;10479;7803;7544;43;0;0;7544;7803;216
8850;PRIMEIRA CRUZ;1;1;11179;8270;7966;61;0;0;7966;8270;243
8877;RIACHÃO;1;5;16149;12500;12019;62;0;0;12019;12500;419
8893;SÃO JOSÉ DE RIBAMAR;1;46;115328;95308;91840;1280;0;0;91840;95308;2188
8915;ROSÁRIO;1;16;30228;24773;23879;230;0;0;23879;24773;664
8931;SAMBAÍBA;1;4;5684;4402;4283;16;0;0;4283;4402;103
8958;SANTA HELENA;1;36;23069;17062;16489;115;0;0;16489;17062;458
8974;SANTA LUZIA;1;29;42947;33624;32650;212;0;0;32650;33624;762
8990;SANTA QUITÉRIA DO MARANHÃO;1;7;22304;15825;15173;141;0;0;15173;15825;511
9016;SANTA RITA;1;14;24626;19269;18529;202;0;0;18529;19269;538
9032;SANTO ANTÔNIO DOS LOPES;1;12;14929;11710;11359;80;0;0;11359;11710;271
9059;SÃO BENEDITO DO RIO PRETO;1;16;14422;11972;11580;71;0;0;11580;11972;321
9075;SÃO BENTO;1;14;28457;20868;20057;203;0;0;20057;20868;608
9091;SÃO BERNARDO;1;18;23102;16713;16050;125;0;0;16050;16713;538
9113;SÃO DOMINGOS DO MARANHÃO;1;14;29326;21641;20492;260;0;0;20492;21641;889
9130;SÃO FÉLIX DE BALSAS;1;6;4206;3059;2917;21;0;0;2917;3059;121
9156;SÃO FRANCISCO DO MARANHÃO;1;15;9904;7150;6752;83;0;0;6752;7150;315
9172;SÃO JOÃO BATISTA;1;30;19600;14700;14198;104;0;0;14198;14700;398
9199;SÃO JOÃO DOS PATOS;1;8;20757;15226;14511;181;0;0;14511;15226;534
9210;SÃO LUÍS;1;97;753092;633271;610825;8513;0;0;610825;633271;13933
9237;SÃO MATEUS DO MARANHÃO;1;42;27643;21130;20300;145;0;0;20300;21130;685
9253;SÃO RAIMUNDO DAS MANGABEIRAS;1;0;16054;11910;11481;102;0;0;11481;11910;327
9270;SÃO VICENTE FERRER;1;8;16426;11728;11137;145;0;0;11137;11728;446
9296;SÍTIO NOVO;1;9;13385;11403;11055;67;0;0;11055;11403;281
9318;SUCUPIRA DO NORTE;1;3;8786;6714;6467;54;0;0;6467;6714;193
9334;TASSO FRAGOSO;1;2;7097;5528;5358;43;0;0;5358;5528;127
9350;TIMBIRAS;1;7;20530;14824;14236;91;0;0;14236;14824;497
9377;TIMON;1;11;115682;97062;92910;1054;0;0;92910;97062;3098
9393;TUNTUM;1;28;26958;21478;20712;205;0;0;20712;21478;561
9415;TURIAÇU;1;29;29027;21240;20684;129;0;0;20684;21240;427
9431;TUTÓIA;1;49;38986;30474;29129;374;0;0;29129;30474;971
9458;URBANO SANTOS;1;10;23850;19285;18508;122;0;0;18508;19285;655
9474;VARGEM GRANDE;1;28;31118;24103;23066;166;0;0;23066;24103;871
9490;VIANA;1;29;38433;29698;28873;234;0;0;28873;29698;591
9512;VITÓRIA DO MEARIM;1;20;26746;18358;17798;156;0;0;17798;18358;404
9539;VITORINO FREIRE;1;10;25265;17959;17338;149;0;0;17338;17959;472
9555;BOM JARDIM;1;28;28901;20020;19241;119;0;0;19241;20020;660
9571;SANTA INÊS;1;62;58812;47030;45528;450;0;0;45528;47030;1052
9598;PAULO RAMOS;1;3;16076;12356;11862;80;0;0;11862;12356;414
9610;AÇAILÂNDIA;1;47;75812;60131;58279;578;0;0;58279;60131;1274
9636;ESTREITO;1;8;22927;17923;17425;100;0;0;17425;17923;398
9652;SANTA LUZIA DO PARUÁ;1;14;17807;13101;12646;106;0;0;12646;13101;349
9679;ARAME;1;10;22573;16466;16044;65;0;0;16044;16466;357
9695;MIRANDA DO NORTE;1;6;16974;12447;12097;96;0;0;12097;12447;254
9717;ZÉ DOCA;1;44;31643;24550;23789;181;0;0;23789;24550;580
10006;BRASILEIRA;1;8;7621;5956;5773;39;0;0;5773;5956;144
10014;AGRICOLÂNDIA;1;6;5063;4023;3867;39;0;0;3867;4023;117
10022;ALEGRETE DO PIAUÍ;1;7;4338;3462;3390;20;0;0;3390;3462;52
10030;ÁGUA BRANCA;1;0;15269;12671;12349;80;0;0;12349;12671;242
10049;BAIXA GRANDE DO RIBEIRO;1;2;9655;8415;8217;50;0;0;8217;8415;148
10057;ALTO LONGÁ;1;10;12299;10586;10256;52;0;0;10256;10586;278
10065;BOM PRINCÍPIO DO PIAUÍ;1;13;6086;5128;4952;57;0;0;4952;5128;119
10073;ALTOS;1;10;33683;29151;28194;263;0;0;28194;29151;694
10081;BONFIM DO PIAUÍ;1;0;4968;4091;3932;32;0;0;3932;4091;127
10090;AMARANTE;1;6;15123;12080;11735;79;0;0;11735;12080;266
10103;BURITI DOS MONTES;1;2;6420;5536;5426;25;0;0;5426;5536;85
10111;ANGICAL DO PIAUÍ;1;16;6799;5339;5165;39;0;0;5165;5339;135
10120;CABECEIRAS DO PIAUÍ;1;2;9207;7262;6993;57;0;0;6993;7262;212
10138;ANÍSIO DE ABREU;1;8;6891;5731;5603;31;0;0;5603;5731;97
10146;CALDEIRÃO GRANDE DO PIAUÍ;1;7;4948;4324;4250;33;0;0;4250;4324;41
10154;ANTÔNIO ALMEIDA;1;3;2938;2382;2316;18;0;0;2316;2382;48
10162;CANAVIEIRA;1;2;3336;2654;2592;19;0;0;2592;2654;43
10170;AROAZES;1;7;5566;4462;4331;26;0;0;4331;4462;105
10189;COIVARAS;1;0;5037;4496;4373;29;0;0;4373;4496;94
10197;ARRAIAL;1;6;4186;3373;3293;22;0;0;3293;3373;58
10200;COLÔNIA DO GURGUÉIA;1;2;5150;4197;4087;17;0;0;4087;4197;93
10219;AVELINO LOPES;1;0;9237;7291;7000;63;0;0;7000;7291;228
10227;COLÔNIA DO PIAUÍ;1;7;6242;4776;4626;43;0;0;4626;4776;107
10235;BARRAS;1;15;36352;28563;27548;255;0;0;27548;28563;760
10243;CORONEL JOSÉ DIAS;1;5;4718;4111;4005;24;0;0;4005;4111;82
10251;BARREIRAS DO PIAUÍ;1;4;3491;2647;2574;23;0;0;2574;2647;50
10260;FARTURA DO PIAUÍ;1;4;4448;3692;3620;12;0;0;3620;3692;60
10278;BARRO DURO;1;9;5889;4567;4472;30;0;0;4472;4567;65
10286;JACOBINA DO PIAUÍ;1;6;4940;4409;4246;34;0;0;4246;4409;129
10294;BATALHA;1;16;22266;16543;15899;161;0;0;15899;16543;483
10308;JARDIM DO MULATO;1;2;4295;3522;3423;20;0;0;3423;3522;79
10316;BENEDITINOS;1;7;9293;7737;7474;44;0;0;7474;7737;219
10324;LAGOA ALEGRE;1;3;7851;6674;6521;37;0;0;6521;6674;116
10332;BERTOLÍNIA;1;7;4509;3794;3686;31;0;0;3686;3794;77
10340;LAGOA DO BARRO DO PIAUÍ;1;10;4290;3639;3487;53;0;0;3487;3639;99
10359;BOCAINA;1;8;5162;4525;4448;22;0;0;4448;4525;55
10367;MARCOLÂNDIA;1;3;7424;6355;6079;64;0;0;6079;6355;212
10375;BOM JESUS;1;11;18638;15798;15328;125;0;0;15328;15798;345
10383;PATOS DO PIAUÍ;1;7;5345;4412;4178;53;0;0;4178;4412;181
10391;BURITI DOS LOPES;1;18;16468;13628;13231;84;0;0;13231;13628;313
10405;PASSAGEM FRANCA DO PIAUÍ;1;2;3853;2952;2885;18;0;0;2885;2952;49
10413;CAMPINAS DO PIAUÍ;1;4;5209;4139;3998;31;0;0;3998;4139;110
10421;QUEIMADA NOVA;1;2;6776;5904;5631;66;0;0;5631;5904;207
10430;CAMPO MAIOR;1;57;34701;29236;28183;284;0;0;28183;29236;769
10448;SANTA CRUZ DOS MILAGRES;1;1;3481;2723;2658;13;0;0;2658;2723;52
10456;CANTO DO BURITI;1;10;15400;12163;11666;138;0;0;11666;12163;359
10464;SANTA ROSA DO PIAUÍ;1;1;4539;3485;3366;19;0;0;3366;3485;100
10472;CAPITÃO DE CAMPOS;1;8;10129;8023;7676;91;0;0;7676;8023;256
10480;SANTANA DO PIAUÍ;1;4;3993;3415;3264;30;0;0;3264;3415;121
10499;CARACOL;1;12;7952;6534;6333;53;0;0;6333;6534;148
10502;SÃO BRAZ DO PIAUÍ;1;1;3961;3288;3223;14;0;0;3223;3288;51
10510;CASTELO DO PIAUÍ;1;21;16077;12394;11946;133;0;0;11946;12394;315
10529;SÃO JOSÉ DO DIVINO;1;6;4925;4197;4060;41;0;0;4060;4197;96
10537;COCAL;1;21;21113;17381;16529;241;0;0;16529;17381;611
10545;SIGEFREDO PACHECO;1;6;8515;7305;7079;57;0;0;7079;7305;169
10553;CONCEIÇÃO DO CANINDÉ;1;3;4595;3845;3646;41;0;0;3646;3845;158
10561;SÃO LOURENÇO DO PIAUÍ;1;4;4914;4142;4016;37;0;0;4016;4142;89
10570;CORRENTE;1;33;20213;15973;15442;117;0;0;15442;15973;414
10588;VÁRZEA BRANCA;1;3;4546;3757;3654;27;0;0;3654;3757;76
10596;CRISTALÂNDIA DO PIAUÍ;1;9;5406;4398;4231;26;0;0;4231;4398;141
10600;BARRA D'ALCÂNTARA;1;3;3393;2662;2539;28;0;0;2539;2662;95
10618;CRISTINO CASTRO;1;4;7709;6221;6006;41;0;0;6006;6221;174
10626;BELA VISTA DO PIAUÍ;1;5;3379;3081;2918;57;0;0;2918;3081;106
10634;CURIMATÁ;1;8;8715;7055;6839;64;0;0;6839;7055;152
10642;BREJO DO PIAUÍ;1;4;3744;3116;3052;10;0;0;3052;3116;54
10650;DEMERVAL LOBÃO;1;6;12131;10105;9765;73;0;0;9765;10105;267
10669;BOA HORA;1;0;6383;5050;4868;50;0;0;4868;5050;132
10677;DOM EXPEDITO LOPES;1;2;6097;5410;5256;54;0;0;5256;5410;100
10685;DOM INOCÊNCIO;1;10;7071;6094;5937;32;0;0;5937;6094;125
10693;ELESBÃO VELOSO;1;14;12703;9834;9528;62;0;0;9528;9834;244
10707;CAPITÃO GERVÁSIO OLIVEIRA;1;6;3640;3110;3014;20;0;0;3014;3110;76
10715;ELISEU MARTINS;1;9;3682;2892;2792;24;0;0;2792;2892;76
10723;CAMPO GRANDE DO PIAUÍ;1;4;5001;4085;3865;46;0;0;3865;4085;174
10731;ESPERANTINA;1;11;30568;23885;22979;278;0;0;22979;23885;628
10740;CAMPO LARGO DO PIAUÍ;1;4;5236;4246;4085;38;0;0;4085;4246;123
10758;FLORES DO PIAUÍ;1;3;4173;3241;3104;28;0;0;3104;3241;109
10766;CURRAIS;1;6;5146;4385;4281;16;0;0;4281;4385;88
10774;FLORIANO;1;39;44337;35757;34803;350;0;0;34803;35757;604
10782;GEMINIANO;1;6;5991;5157;4972;54;0;0;4972;5157;131
10790;FRANCINÓPOLIS;1;6;4344;3366;3256;19;0;0;3256;3366;91
10804;GUARIBAS;1;12;4185;3266;3219;13;0;0;3219;3266;34
10812;FRANCISCO AYRES;1;6;4506;3608;3527;22;0;0;3527;3608;59
10820;ILHA GRANDE;1;8;8597;6999;6761;57;0;0;6761;6999;181
10839;FRANCISCO SANTOS;1;7;7204;5808;5583;84;0;0;5583;5808;141
10847;JUREMA;1;9;4671;3875;3749;24;0;0;3749;3875;102
10855;FRONTEIRAS;1;18;9351;7674;7479;64;0;0;7479;7674;131
10863;LAGOA DE SÃO FRANCISCO;1;6;5793;4575;4439;36;0;0;4439;4575;100
10871;GILBUÉS;1;3;8080;6476;6275;40;0;0;6275;6476;161
10880;MORRO CABEÇA NO TEMPO;1;3;3569;2887;2754;18;0;0;2754;2887;115
10898;GUADALUPE;1;7;8556;6379;6178;55;0;0;6178;6379;146
10901;NOVO SANTO ANTÔNIO;1;3;4345;3706;3637;14;0;0;3637;3706;55
10910;HUGO NAPOLEÃO;1;2;4164;3493;3396;39;0;0;3396;3493;58
10928;NOSSA SENHORA DE NAZARÉ;1;4;5424;4612;4516;28;0;0;4516;4612;68
10936;INHUMA;1;5;12674;9982;9618;72;0;0;9618;9982;292
10944;PAQUETÁ;1;4;3850;3410;3317;17;0;0;3317;3410;76
10952;IPIRANGA DO PIAUÍ;1;9;7402;6067;5830;59;0;0;5830;6067;178
10960;NOVA SANTA RITA;1;6;3817;3350;3275;16;0;0;3275;3350;59
10979;ISAÍAS COELHO;1;5;6107;5079;4862;45;0;0;4862;5079;172
10987;SÃO JOÃO DO ARRAIAL;1;2;7092;5698;5477;63;0;0;5477;5698;158
10995;ITAINÓPOLIS;1;16;9376;7806;7416;116;0;0;7416;7806;274
11010;ITAUEIRA;1;6;8845;6966;6633;100;0;0;6633;6966;233
11037;JAICÓS;1;4;13378;10241;9659;148;0;0;9659;10241;434
11053;JERUMENHA;1;0;4612;3713;3602;33;0;0;3602;3713;78
11070;JOAQUIM PIRES;1;1;11440;9235;8923;79;0;0;8923;9235;233
11088;SÃO JOÃO DA CANABRAVA;1;3;4648;3869;3806;17;0;0;3806;3869;46
11096;JOSÉ DE FREITAS;1;38;33175;28381;27518;262;0;0;27518;28381;601
11118;LANDRI SALES;1;9;4601;3495;3402;15;0;0;3402;3495;78
11134;LUIS CORREIA;1;13;25690;20836;20054;215;0;0;20054;20836;567
11150;LUZILÂNDIA;1;9;19601;15617;15058;171;0;0;15058;15617;388
11177;MANOEL EMÍDIO;1;2;4595;3731;3624;16;0;0;3624;3731;91
11193;MARCOS PARENTE;1;2;3985;3165;3097;30;0;0;3097;3165;38
11215;MATIAS OLÍMPIO;1;12;8722;6601;6340;78;0;0;6340;6601;183
11231;MIGUEL ALVES;1;12;25560;19344;18566;164;0;0;18566;19344;614
11258;MIGUEL LEÃO;1;2;1604;1357;1324;7;0;0;1324;1357;26
11274;MONSENHOR GIL;1;11;10011;8447;8235;56;0;0;8235;8447;156
11290;MONSENHOR HIPÓLITO;1;2;6798;5862;5610;49;0;0;5610;5862;203
11312;MONTE ALEGRE DO PIAUÍ;1;7;8953;7058;6853;35;0;0;6853;7058;170
11339;NAZARÉ DO PIAUÍ;1;11;6540;5180;5007;31;0;0;5007;5180;142
11355;NOSSA SENHORA DOS REMÉDIOS;1;2;8180;6766;6545;54;0;0;6545;6766;167
11371;NOVO ORIENTE DO PIAUÍ;1;6;5131;4023;3856;36;0;0;3856;4023;131
11398;OEIRAS;1;23;29703;24097;23318;238;0;0;23318;24097;541
11410;DOMINGOS MOURÃO;1;5;4171;3340;3259;20;0;0;3259;3340;61
11436;PADRE MARCOS;1;2;5994;4939;4752;40;0;0;4752;4939;147
11452;PAES LANDIM;1;0;3815;3220;3107;24;0;0;3107;3220;89
11479;PALMEIRA DO PIAUÍ;1;2;4418;3695;3555;40;0;0;3555;3695;100
11495;PALMEIRAIS;1;3;12302;10099;9841;53;0;0;9841;10099;205
11517;PARNAGUÁ;1;4;7223;5677;5494;40;0;0;5494;5677;143
11533;PARNAÍBA;1;32;110601;91425;88387;1063;0;0;88387;91425;1975
11550;PAULISTANA;1;14;15907;13306;12731;131;0;0;12731;13306;444
11576;PEDRO II;1;26;32776;24961;23990;264;0;0;23990;24961;707
11592;PICOS;1;52;52734;45014;43612;393;0;0;43612;45014;1009
11614;PIMENTEIRAS;1;9;8856;7233;7010;44;0;0;7010;7233;179
11630;PIO IX;1;13;13896;11636;11203;103;0;0;11203;11636;330
11657;PIRACURUCA;1;8;24193;19525;18863;176;0;0;18863;19525;486
11673;PIRIPIRI;1;34;51575;38920;37422;543;0;0;37422;38920;955
11690;PORTO;1;2;9122;6993;6752;48;0;0;6752;6993;193
11711;PRATA DO PIAUÍ;1;0;3407;2710;2620;12;0;0;2620;2710;78
11738;REDENÇÃO DO GURGUÉIA;1;6;6584;5182;5031;32;0;0;5031;5182;119
11754;REGENERAÇÃO;1;11;13999;10575;10136;75;0;0;10136;10575;364
11770;RIBEIRO GONÇALVES;1;1;5169;4193;4105;18;0;0;4105;4193;70
11797;RIO GRANDE DO PIAUÍ;1;3;5181;4177;4042;32;0;0;4042;4177;103
11819;SANTA CRUZ DO PIAUÍ;1;7;5258;4591;4441;28;0;0;4441;4591;122
